Idade,Genero,Cor/Raca,Trabalho domestico,PCD,Estado onde mora,Região onde mora,Roubos de veículo,Roubos de carro,Roubos de moto,Roubos de bicicleta,Roubos fora do domicilio,Nivel de ensino,Area de formação,Situação atual de trabalho,Cargo atual,Nivel,Faixa salarial,Tempo de experiencia,Forma de trabalho atual,Forma de trabalho ideal
52,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outra opção,Empregado (CLT),Não informado,Não informado,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto
32,Feminino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial
29,Masculino,Parda,17.4,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
32,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30,Feminino,Branca,16.5,Não,Ceará (CE),Nordeste,81.0,23.0,57.0,17.0,487.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
33,Masculino,Branca,16.5,Não,Sergipe (SE),Nordeste,81.0,23.0,57.0,17.0,487.0,Doutorado ou Phd,Química / Física,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
30,Masculino,Parda,17.4,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28,Masculino,Parda,17.4,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
51,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Não informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
26,Masculino,Branca,16.5,Não,Pará (PA),Norte,24.0,8.0,16.0,11.0,190.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
41,Masculino,Branca,16.5,Sim,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outra opção,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo 100% remoto
28,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outra opção,Empregado (CLT),Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
41,Masculino,Preta,17.1,Não,Pernambuco (PE),Nordeste,81.0,23.0,57.0,17.0,487.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
21,Feminino,Preta,17.1,Prefiro não informar,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
31,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Não informado,Não informado,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
48,Feminino,Parda,17.4,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Suporte/Analista Técnico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25,Masculino,Parda,17.4,Não,Goiás (GO),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
32,Masculino,Branca,16.5,Não,Bahia (BA),Nordeste,81.0,23.0,57.0,17.0,487.0,Não tenho graduação formal,Não informado,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
38,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Não informado,Não informado,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial
34,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Freelancer,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
19,Masculino,Branca,16.5,Não,Rio Grande do Sul (RS),Sul,12.0,8.0,4.0,2.0,74.0,Não tenho graduação formal,Não informado,Empregado (CLT),Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
34,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
42,Masculino,Preta,17.1,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Não informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
33,Masculino,Parda,17.4,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
19,Masculino,Parda,17.4,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Analista de Inteligência de Mercado/Market Intelligence,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34,Masculino,Parda,17.4,Sim,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
26,Masculino,Amarela,17.0,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Analista de Negócios/Business Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
48,Masculino,Preta,17.1,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Não informado,Não informado,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Não informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Não informado,Não informado,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Masculino,Preta,17.1,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33,Masculino,Amarela,17.0,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Não informado,Não informado,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Química / Física,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Não informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Masculino,Parda,17.4,Não,Amazonas (AM),Norte,24.0,8.0,16.0,11.0,190.0,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Analista de Suporte/Analista Técnico,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
56,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
27,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
43,Masculino,Parda,17.4,Não,Rio Grande do Sul (RS),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Não informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
47,Feminino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Analista de Suporte/Analista Técnico,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo 100% remoto
25,Masculino,Parda,17.4,Não,Pernambuco (PE),Nordeste,81.0,23.0,57.0,17.0,487.0,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
26,Masculino,Parda,17.4,Não,Mato Grosso do Sul (MS),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Estudante de Graduação,Outra opção,Servidor Público,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto
25,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
29,Masculino,Parda,17.4,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
33,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Outra opção,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Não informado,Não informado,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
18,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34,Masculino,Branca,16.5,Não,Distrito Federal (DF),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Não informado,Não informado,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% presencial
35,Feminino,Preta,17.1,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
26,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Não informado,Não informado,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Não informado,Não informado,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
22,Masculino,Parda,17.4,Não,Goiás (GO),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
18,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
22,Masculino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
41,Masculino,Amarela,17.0,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
25,Masculino,Branca,16.5,Não,Espírito Santo (ES),Sudeste,92.0,67.0,25.0,23.0,565.0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25,Masculino,Preta,17.1,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
29,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
42,Masculino,Branca,16.5,Não,Distrito Federal (DF),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
42,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
34,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Não informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Masculino,Outra,17.0,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Não informado,Não informado,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
52,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Não informado,Não informado,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Graduação/Bacharelado,Outra opção,Empregado (CLT),Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
33,Masculino,Parda,17.4,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
